"bron_id","client_id","cnt_brons","rest_id"
1385,2497,2,12423
1386,2734,2,12965
1387,4994,1,9989
1388,1454,2,15076
1389,1299,4,26471
1390,1886,4,9407
1391,3063,3,8429
1392,2228,2,5289
1393,1698,1,1449
1394,2267,2,8424
1395,5656,1,18299
1396,332,5,37211
1397,705,4,1139
1398,796,2,19652
1399,3489,5,27249
1400,3391,3,28308
1401,328,1,1697
1402,3155,1,2475
1403,2337,2,15532
1404,5348,3,26466
1405,4978,3,30526
1406,5370,2,6901
1407,3880,3,22492
1408,1679,3,37223
1409,4739,2,42297
1410,4455,1,37341
1411,4394,4,4022
1412,872,5,11129
1413,4737,3,25484
1414,582,2,11375
1415,4640,1,34005
1416,1682,4,25302
1417,1603,2,35282
1418,1488,5,45864
1419,4528,1,32031
1420,5544,1,41480
1421,2161,1,22316
1422,2742,3,46260
1423,5624,1,36016
1424,5390,1,41325
1425,2727,2,34017
1426,5066,1,42428
1427,3906,3,26249
1428,5335,2,35912
1429,5619,4,6453
1430,2310,3,45581
1431,2805,1,11976
1432,1263,1,2402
1433,324,4,46016
1434,5307,2,20312
1435,165,2,16950
1436,4805,2,19349
1437,1159,2,6397
1438,357,2,20673
1439,1889,4,14494
1440,5565,3,35045
1441,4068,3,12444
1442,1129,5,41324
1443,3393,3,23122
1444,5382,4,10842
1445,683,1,30140
1446,5121,3,39683
1447,3914,3,19674
1448,20,2,12230
1449,2205,1,24746
1450,2702,2,1869
1451,4551,3,29018
1452,4142,3,4137
1453,3891,5,40108
1454,2425,2,18717
1455,1716,3,8193
1456,235,4,6968
1457,2813,3,12090
1458,525,2,2507
1459,42,4,12617
1460,2881,1,9557
1461,2598,3,20247
1462,1740,5,4207
1463,5355,3,41470
1464,2109,2,28770
1465,2034,2,1467
1466,5030,5,8904
1467,3791,5,45530
1468,5445,4,4057
1469,5337,5,1747
1470,3304,5,30837
1471,3237,2,31954
1472,16,1,11919
1473,1890,3,26001
1474,4659,4,8448
1475,2731,1,10228
1476,1899,3,4010
1477,5160,3,24040
1478,3822,1,30462
1479,1744,4,11376
1480,4744,4,40451
1481,5373,4,2480
1482,5197,4,34516
1483,5565,3,37864
1484,2790,2,43073
1485,4504,2,22092
1486,798,5,15827
1487,1247,2,27853
1488,1298,2,12965
1489,5650,3,27059
1490,2730,2,26935
1491,1609,2,25271
1492,3769,2,31511
1493,3516,4,10532
1494,1464,5,11674
1495,4813,3,29618
1496,3814,1,22765
1497,2156,4,29679
1498,4252,1,8868
1499,2406,4,26362
1500,5131,5,11672
1501,5186,1,34877
1502,4570,1,23649
1503,4654,2,7366
1504,988,4,29820
1505,3885,2,15470
1506,1670,3,46016
1507,5584,3,35147
1508,1011,2,18789
1509,2307,4,12139
1510,2749,5,13103
1511,5029,1,41
1512,1256,5,4162
1513,1439,5,38611
1514,4263,4,37114
1515,3926,1,16459
1516,3303,2,5524
1517,5167,5,23337
1518,3712,2,12590
1519,12,4,35282
1520,4317,2,5520
1521,4522,2,19647
1522,1709,4,14598
1523,3654,2,19802
1524,3899,5,7969
1525,1837,2,42648
1526,2811,1,25330
1527,2514,3,6611
1528,1748,3,16678
1529,1041,5,38613
1530,4593,4,33116
1531,3490,5,21892
1532,571,1,5313
1533,483,2,10550
1534,4193,3,13811
1535,1831,1,1583
1536,2657,2,3325
1537,3440,2,41951
1538,5236,5,38950
1539,2266,2,20318
1540,5337,5,32795
1541,5176,4,4139
1542,2844,2,38866
1543,2289,4,12238
1544,4270,4,11736
1545,779,2,42539
1546,3612,3,13542
1547,107,1,22828
1548,1653,2,9911
1549,2542,1,6361
1550,1708,4,45597
1551,4842,3,20313
1552,5496,1,946
1553,5667,3,39684
1554,5528,4,25269
1555,5412,5,683
1556,5524,4,40505
1557,563,5,22505
1558,62,3,22831
1559,1983,3,26812
1560,1591,5,28750
1561,608,2,11880
1562,3240,1,5752
1563,5586,3,22370
1564,4465,2,12494
1565,1493,5,39297
1566,887,1,42589
1567,343,5,33740
1568,3973,2,19490
1569,3447,4,45992
1570,2450,5,40034
1571,4021,4,11931
1572,1948,2,15387
1573,4561,4,19717
1574,1205,1,3151
1575,2728,3,2480
1576,2964,2,13196
1577,4241,2,27802
1578,2389,2,14962
1579,5325,5,15986
1580,1981,5,29018
1581,1454,2,5754
1582,2301,4,23191
1583,1947,4,14957
1584,3528,5,18427
1585,153,5,590
1586,795,1,23690
1587,1767,2,12068
1588,1708,4,24297
1589,2066,2,20317
1590,898,3,19033
1591,2441,5,42717
1592,1591,5,28262
1593,4263,4,39064
1594,1890,3,38229
1595,3813,5,43407
1596,5034,1,11923
1597,3484,5,24040
1598,4408,3,46286
1599,1774,2,1241
1600,1793,1,38398
1601,5313,1,2857
1602,4618,3,17533
1603,250,5,38314
1604,2275,3,29005
1605,2233,4,27496
1606,4493,5,16674
1607,133,1,8263
1608,5281,1,8516
1609,1388,5,10525
1610,3247,2,24773
1611,5018,3,2559
1612,5267,3,41161
1613,4049,1,736
1614,2824,1,18403
1615,562,2,4965
1616,2060,2,2069
1617,2717,3,45500
1618,2506,2,2842
1619,3315,3,13370
1620,2197,2,17491
1621,651,3,29277
1622,4258,2,2475
1623,3821,3,10982
1624,293,5,4587
1625,4388,1,32572
1626,5679,5,11150
1627,2594,2,29061
1628,912,2,24946
1629,2036,3,15667
1630,5711,1,42875
1631,1861,5,19802
1632,469,1,1541
1633,820,4,38585
1634,5041,3,10263
1635,4782,3,24424
1636,4077,2,28596
1637,1053,3,8904
1638,5451,1,20025
1639,3729,4,29018
1640,5085,4,28750
1641,1710,5,11749
1642,454,1,43507
1643,633,4,11375
1644,1735,3,35242
1645,4733,1,38630
1646,911,2,11375
1647,4773,4,39919
1648,1662,4,18615
1649,3561,1,14794
1650,2186,3,15077
1651,461,4,41715
1652,5111,3,16355
1653,1343,3,29055
1654,5700,1,11370
1655,334,1,29602
1656,4901,1,18333
1657,282,3,13380
1658,1190,5,7735
1659,19,5,5369
1660,3196,1,23162
1661,3458,2,9933
1662,5709,1,27564
1663,1754,2,23691
1664,3368,1,41465
1665,5076,5,9559
1666,3889,1,29126
1667,2433,4,17917
1668,3527,1,41967
1669,2296,3,20317
1670,816,2,4138
1671,3625,5,18263
1672,3932,3,2944
1673,4743,3,39297
1674,4171,1,27316
1675,2265,3,18711
1676,365,5,32513
1677,3661,3,5367
1678,2727,2,38617
1679,2215,4,2893
1680,4072,3,30997
1681,837,5,29558
1682,138,3,45296
1683,2489,3,8360
1684,2995,1,21144
1685,5586,3,16302
1686,2893,1,9986
1687,3252,3,39638
1688,2438,4,39851
1689,1852,1,16680
1690,2978,3,12090
1691,2728,3,2474
1692,5102,1,20659
1693,1521,3,34579
1694,1812,3,11677
1695,1710,5,33753
1696,3386,5,24917
1697,2673,4,41493
1698,2982,1,8423
1699,640,5,340
1700,2857,2,14686
1701,5132,1,25953
1702,5188,2,30442
1703,3373,3,7388
1704,3002,5,27911
1705,4268,3,11191
1706,3784,2,19284
1707,3383,3,12562
1708,2422,3,41346
1709,193,4,22710
1710,1780,5,7995
1711,348,3,37190
1712,2314,4,29515
1713,3489,5,29564
1714,971,2,5367
1715,573,2,8842
1716,331,3,4231
1717,409,1,9275
1718,3137,1,44000
1719,4157,1,32870
1720,1275,1,2308
1721,1513,3,21631
1722,2665,1,32472
1723,5716,3,44239
1724,1298,2,46124
1725,2410,3,32118
1726,4474,1,38657
1727,4268,3,32408
1728,154,4,27196
1729,2290,3,41480
1730,234,4,11368
1731,1944,1,18190
1732,2219,5,24356
1733,1805,2,41323
1734,3200,5,24322
1735,3660,1,11804
1736,1023,1,12589
1737,727,2,29538
1738,1312,3,2321
1739,4355,2,680
1740,3639,1,2689
1741,772,5,42771
1742,293,5,1329
1743,2448,2,11145
1744,1388,5,4300
1745,1052,1,35828
1746,3793,3,34502
1747,5419,1,8904
1748,2333,3,11436
1749,2214,2,24429
1750,5339,1,9800
1751,5777,1,9912
1752,1896,3,40969
1753,858,3,34597
1754,2468,5,40458
1755,2456,4,19347
1756,995,2,18711
1757,2588,5,7857
1758,5182,3,4134
1759,442,2,41550
1760,1846,2,5958
1761,3730,1,44686
1762,4265,4,13753
1763,607,2,717
1764,4087,2,11738
1765,4933,5,25504
1766,472,5,30618
1767,4593,4,15346
1768,46,3,41569
1769,3844,3,29075
1770,1824,2,142
1771,5501,2,1046
1772,2555,4,10411
1773,3473,3,16003
1774,4951,2,12213
1775,3145,4,7444
1776,5673,3,41344
1777,4946,5,11839
1778,829,1,39854
1779,5481,3,4084
1780,3309,3,1960
1781,2584,5,13753
1782,3675,1,1239
1783,4269,1,26142
1784,4071,1,41903
1785,383,4,9829
1786,850,3,6412
1787,1679,3,8904
1788,4692,3,11015
1789,348,3,6462
1790,4007,4,34066
1791,4373,3,26429
1792,820,4,20317
1793,798,5,16681
1794,3445,3,9893
1795,2106,2,16682
1796,5765,1,374
1797,18,4,11901
1798,923,3,6805
1799,109,5,33519
1800,1365,4,28623
1801,2800,3,16965
1802,773,2,12300
1803,4511,1,16949
1804,5653,2,6460
1805,286,1,2473
1806,551,2,20314
1807,3687,2,28794
1808,2664,1,41346
1809,839,5,18508
1810,4912,2,8184
1811,2626,3,2480
1812,4058,2,19452
1813,3167,3,23337
1814,381,3,21235
1815,842,2,34925
1816,3543,1,33102
1817,3713,3,1550
1818,3218,4,5035
1819,772,5,23366
1820,1035,4,38632
1821,3009,2,1960
1822,2237,3,41020
1823,4679,3,6619
1824,5780,5,654
1825,2351,2,10556
1826,1190,5,11648
1827,4969,2,26142
1828,5073,2,34339
1829,4786,2,14384
1830,1098,1,45610
1831,2617,2,46148
1832,2275,3,12886
1833,4267,2,29490
1834,5334,3,26142
1835,1936,3,15075
1836,2827,1,43607
1837,11,4,11605
1838,3287,3,2255
1839,4027,2,46094
1840,5446,4,29074
1841,5368,1,26514
1842,1436,2,11373
1843,5215,2,44328
1844,1437,4,734
1845,4679,3,42595
1846,2632,4,30135
1847,2908,5,3151
1848,1679,3,2371
1849,2920,3,32977
1850,2206,3,16950
1851,1517,2,37404
1852,1161,3,34846
1853,160,1,7475
1854,1681,3,1046
1855,1823,2,11911
1856,437,5,28198
1857,351,2,6618
1858,3373,3,18595
1859,4937,1,31684
1860,3801,2,34153
1861,1547,3,29611
1862,2576,4,104
1863,3874,2,23691
1864,5135,1,3685
1865,3092,1,11677
1866,3802,4,11672
1867,2101,2,24423
1868,3333,3,29002
1869,384,5,24742
1870,243,2,7645
1871,4254,1,41548
1872,1740,5,10250
1873,4158,4,11357
1874,1142,5,27407
1875,1209,1,5865
1876,2550,2,27333
1877,4520,5,17550
1878,3343,2,34597
1879,113,2,17469
1880,5076,5,41681
1881,479,1,43187
1882,3947,1,3605
1883,5036,2,7558
1884,4260,5,20670
1885,2421,4,34594
1886,5602,2,5307
1887,3258,4,25791
1888,86,4,38340
1889,4200,1,19652
1890,2092,5,11367
1891,1213,1,45499
1892,5673,3,20220
1893,1055,3,8904
1894,1866,5,18697
1895,4675,2,28982
1896,807,2,7969
1897,5576,3,13386
1898,4020,2,34103
1899,4913,1,3070
1900,1153,5,15582
1901,2548,2,27362
1902,1304,1,38619
1903,3587,2,14089
1904,1330,5,36257
1905,20,2,21635
1906,1916,3,31274
1907,217,3,1481
1908,5518,1,25172
1909,3449,3,34075
1910,3189,1,8904
1911,1465,4,25962
1912,3448,5,33037
1913,3528,5,2591
1914,1898,2,17253
1915,3159,4,43184
1916,4636,5,41483
1917,739,1,8729
1918,682,4,2962
1919,3743,1,43355
1920,1353,5,4242
1921,2407,1,12
1922,3262,2,32622
1923,1582,1,22567
1924,3149,3,42717
1925,4772,5,45532
1926,2410,3,38603
1927,2864,4,38592
1928,719,2,18762
1929,2473,4,21893
1930,1124,2,39052
1931,664,2,11771
1932,4669,1,24272
1933,4607,1,41346
1934,4169,3,34017
1935,47,4,22370
1936,876,1,9475
1937,5592,3,40497
1938,3486,4,39143
1939,3255,4,11370
1940,1032,1,7040
1941,3816,2,7523
1942,2959,2,3921
1943,4102,1,4136
1944,4849,1,11371
1945,4512,2,24974
1946,1000,5,30510
1947,982,1,20312
1948,4767,3,11804
1949,3145,4,37484
1950,1464,5,26229
1951,1821,3,798
1952,3771,4,42584
1953,2987,2,136
1954,4727,5,4454
1955,5677,4,5960
1956,56,4,19679
1957,723,3,13365
1958,3050,1,1196
1959,5619,4,4138
1960,2650,1,35632
1961,3386,5,13135
1962,923,3,19032
1963,2728,3,37178
1964,4713,2,38621
1965,2770,3,43073
1966,1776,3,29492
1967,5072,5,15663
1968,1915,3,1923
1969,2249,2,20255
1970,961,1,30140
1971,3980,2,17531
1972,2323,5,39675
1973,705,4,12039
1974,2079,1,28750
1975,2308,2,4455
1976,3780,1,9231
1977,216,4,15454
1978,3204,4,23579
1979,3603,5,23577
1980,1719,3,5379
1981,634,3,25920
1982,4505,2,41469
1983,4618,3,14011
1984,3292,4,9388
1985,1816,3,22824
1986,4515,4,14734
1987,499,1,26466
1988,149,1,717
1989,1267,2,17553
1990,4490,1,41027
1991,2321,3,38232
1992,11,4,29100
1993,4521,2,15322
1994,2329,5,42811
1995,5546,1,35682
1996,837,5,7037
1997,4758,1,3117
1998,3606,5,24488
1999,5265,4,39180
2000,4472,3,33521
2001,5131,5,31682
2002,1311,1,19870
2003,3516,4,45404
2004,2068,2,34032
2005,4458,2,25250
2006,2588,5,28889
2007,988,4,30996
2008,5037,1,29173
2009,86,4,9930
2010,1526,1,43507
2011,2964,2,30391
2012,159,3,24599
2013,459,4,3157
2014,1719,3,17926
2015,2229,2,736
2016,1690,2,38460
2017,792,3,21202
2018,1589,2,29914
2019,4372,1,8191
2020,4803,1,18757
2021,3059,3,24092
2022,2086,2,21893
2023,5220,1,21030
2024,1823,2,41513
2025,4594,5,10840
2026,751,1,34597
2027,5686,5,34596
2028,1780,5,43024
2029,2917,1,20317
2030,487,4,3421
2031,1608,5,38159
2032,2633,1,1536
2033,4204,2,33728
2034,5748,2,28482
2035,1236,1,40341
2036,3437,4,34242
2037,200,5,25484
2038,1634,4,23191
2039,2388,5,18675
2040,3109,2,29499
2041,3783,2,31838
2042,4862,4,22457
2043,2878,2,25331
2044,1685,4,839
2045,1479,1,42331
2046,1133,1,30855
2047,5279,1,42796
2048,2965,3,41383
2049,4810,4,4342
2050,3782,5,39297
2051,1675,5,19674
2052,1912,2,20101
2053,1190,5,6715
2054,2620,1,43073
2055,5129,5,13373
2056,1493,5,7143
2057,3604,3,32577
2058,5002,5,21039
2059,2514,3,2944
2060,3688,2,15674
2061,1072,1,16277
2062,2887,2,10171
2063,2216,4,12216
2064,315,4,10714
2065,5282,2,9874
2066,861,5,8085
2067,5324,3,26485
2068,5663,5,26514
2069,5324,3,15075
2070,2782,3,24092
2071,4426,2,29126
2072,472,5,44788
2073,4496,2,44237
2074,615,1,2255
2075,5189,2,41498
2076,2392,3,44530
2077,5506,3,39141
2078,3489,5,41711
2079,1913,5,45304
2080,633,4,41345
2081,5340,2,9802
2082,4480,2,30992
2083,2365,2,45505
2084,5615,2,29143
2085,406,3,29465
2086,4543,2,37396
2087,3399,3,35029
2088,3830,1,38589
2089,3211,3,2307
2090,2336,1,35217
2091,1451,5,2122
2092,4604,2,33753
2093,3714,1,42946
2094,4983,1,32576
2095,2269,2,40623
2096,865,2,25960
2097,3393,3,27142
2098,630,3,42739
2099,807,2,36103
2100,239,2,5592
2101,2024,5,1801
2102,2921,1,6615
2103,4288,2,4129
2104,4599,3,9253
2105,3538,1,4231
2106,1234,4,6346
2107,2067,1,10506
2108,2064,4,32630
2109,226,4,6295
2110,710,2,35993
2111,3448,5,46016
2112,5265,4,2231
2113,2820,2,45513
2114,906,3,40891
2115,2049,5,20247
2116,5515,3,25206
2117,331,3,11374
2118,1974,2,2816
2119,244,1,25271
2120,200,5,5520
2121,2563,3,18640
2122,5325,5,33936
2123,3034,2,20961
2124,2051,2,301
2125,3398,1,41661
2126,4201,4,35282
2127,1081,2,11368
2128,2201,3,34106
2129,3341,3,45548
2130,1721,1,29002
2131,575,3,17436
2132,692,3,4018
2133,5778,4,11465
2134,4812,2,23120
2135,2722,3,18697
2136,2385,1,7040
2137,5165,1,45498
2138,302,3,11849
2139,1189,1,15666
2140,5411,2,46221
2141,3993,2,10841
2142,3781,4,2524
2143,3096,4,1157
2144,4662,1,11330
2145,526,2,43151
2146,4348,2,9407
2147,3503,3,10516
2148,611,2,2477
2149,1716,3,88
2150,1827,3,5603
2151,143,2,40674
2152,17,3,43314
2153,3204,4,45295
2154,4394,4,4022
2155,4954,3,9967
2156,3573,3,4353
2157,1022,4,11375
2158,378,1,30997
2159,3288,3,7583
2160,4793,2,31427
2161,5679,5,46016
2162,4739,2,8904
2163,3082,2,19032
2164,1437,4,9398
2165,2725,2,11619
2166,4987,1,38600
2167,2311,4,3213
2168,933,4,4136
2169,2036,3,8106
2170,735,1,42300
2171,374,2,4911
2172,4267,2,29003
2173,5601,4,9800
2174,5053,1,4133
2175,5234,4,1916
2176,5428,5,7747
2177,5236,5,2478
2178,2871,5,14240
2179,5091,1,21891
2180,226,4,25953
2181,4772,5,14240
2182,3971,2,18481
2183,5124,1,13381
2184,1506,1,43103
2185,2300,2,38818
2186,1493,5,29401
2187,5475,1,20317
2188,3084,2,46465
2189,3547,4,31719
2190,692,3,5868
2191,4632,2,2472
2192,3542,5,23191
2193,4188,2,2480
2194,433,3,24970
2195,5003,3,15477
2196,627,4,31327
2197,216,4,41344
2198,5514,1,1339
2199,3201,3,19067
2200,916,2,34150
2201,3708,3,26601
2202,294,4,19036
2203,2468,5,19867
2204,3350,3,22565
2205,980,3,87
2206,3698,3,31433
2207,4882,1,41638
2208,1592,2,45535
2209,2498,1,9800
2210,5331,1,8942
2211,806,1,30997
2212,680,4,39662
2213,2757,3,28377
2214,2707,2,5314
2215,2663,1,39905
2216,1254,3,23164
2217,1482,2,9575
2218,4767,3,40644
2219,1492,1,18716
2220,2155,2,37858
2221,2965,3,6346
2222,1803,3,11948
2223,3179,5,8663
2224,3310,2,14049
2225,1497,4,30444
2226,4561,4,17908
2227,1018,2,8085
2228,3338,2,6412
2229,1365,4,9289
2230,3269,1,14598
2231,1460,4,36262
2232,2590,3,946
2233,948,3,17280
2234,3115,1,28892
2235,4594,5,38060
2236,2224,4,23690
2237,3350,3,15209
2238,1376,2,4065
2239,3576,4,46077
2240,953,1,41554
2241,3918,1,5520
2242,1982,5,33990
2243,989,2,45933
2244,3800,4,31093
2245,1401,3,35978
2246,5158,5,22068
2247,3199,3,27386
2248,1927,3,39638
2249,548,3,30238
2250,1746,1,28836
2251,202,1,717
2252,4687,2,14240
2253,1499,4,29611
2254,545,3,10120
2255,314,2,12430
2256,2815,5,41896
2257,3289,1,5360
2258,5014,2,1324
2259,5471,4,38159
2260,4734,5,20303
2261,2190,2,44200
2262,2237,3,8904
2263,3203,4,23120
2264,5130,3,22824
2265,3104,1,11368
2266,169,5,33089
2267,1888,1,34004
2268,1863,1,36476
2269,4222,4,2591
2270,4266,3,44966
2271,3623,4,37225
2272,4166,4,23208
2273,3419,1,30139
2274,1200,2,42138
2275,3041,2,40881
2276,4309,4,9504
2277,1854,4,1868
2278,2750,1,13373
2279,3524,3,28883
2280,3158,4,19032
2281,3350,3,8729
2282,2480,1,29136
2283,5167,5,4737
2284,2685,3,45306
2285,2578,2,6807
2286,5058,4,17049
2287,18,4,46077
2288,2892,3,8663
2289,4822,5,11376
2290,2354,3,17169
2291,294,4,14281
2292,3207,1,14240
2293,252,3,22612
2294,4856,2,1332
2295,1695,3,22191
2296,420,3,4964
2297,3494,4,33930
2298,1078,2,14962
2299,79,1,35294
2300,4721,2,34113
2301,4860,4,11736
2302,268,2,12617
2303,872,5,44230
2304,4956,5,40982
2305,4011,5,22771
2306,906,3,44340
2307,619,2,37191
2308,3437,4,4134
2309,1214,4,4474
2310,89,5,34595
2311,4561,4,11139
2312,1260,3,6412
2313,4629,2,8541
2314,760,3,6904
2315,2202,1,12688
2316,488,3,1700
2317,5468,2,37159
2318,5583,1,32869
2319,1533,3,33861
2320,5115,2,41555
2321,2753,2,31427
2322,5380,1,1323
2323,1828,2,45265
2324,2300,2,8019
2325,5446,4,36920
2326,5497,3,4129
2327,271,1,28750
2328,1041,5,4137
2329,3800,4,20307
2330,2289,4,26711
2331,1519,1,19349
2332,5641,1,43216
2333,5184,2,1449
2334,179,4,41527
2335,1040,1,755
2336,1623,5,20161
2337,5619,4,8264
2338,2520,2,4083
2339,1334,1,8858
2340,5704,3,43513
2341,1248,3,4298
2342,913,1,11023
2343,66,2,9132
2344,1256,5,16997
2345,5129,5,11974
2346,1983,3,10697
2347,2094,2,27196
2348,2151,5,30100
2349,642,5,26142
2350,1551,1,41193
2351,3299,3,12436
2352,3193,1,15953
2353,5762,2,46273
2354,1005,5,3825
2355,2501,4,39710
2356,964,1,41323
2357,4744,4,35805
2358,2085,3,14774
2359,153,5,7539
2360,813,2,1196
2361,321,4,2985
2362,387,1,10250
2363,2776,4,29017
2364,5398,1,43407
2365,19,5,34305
2366,1093,2,5870
2367,760,3,25484
2368,816,2,17436
2369,2218,1,24575
2370,5234,4,15143
2371,3079,4,26925
2372,2726,3,42017
2373,3644,3,8904
2374,452,2,29607
2375,798,5,33102
2376,5549,1,20626
2377,4154,2,6726
2378,1904,2,9892
2379,1368,3,1166
2380,3678,3,4181
2381,823,5,30449
2382,5361,3,16680
2383,156,4,46264
2384,1392,1,2095
2385,3532,1,21895
2386,4707,3,28770
2387,3357,1,41500
2388,3570,2,11323
2389,261,4,19663
2390,2460,4,2814
2391,3570,2,9137
2392,199,3,24599
2393,1740,5,37055
2394,1552,3,42362
2395,5506,3,42475
2396,728,2,45126
2397,1070,1,21464
2398,4507,1,16680
2399,1168,4,36601
2400,1022,4,1139
2401,1323,4,11535
2402,1820,1,35645
2403,1753,3,29423
2404,3622,1,38619
2405,2942,2,13109
2406,2717,3,14182
2407,4835,1,26440
2408,3061,2,43738
2409,1846,2,2472
2410,4814,1,41676
2411,1842,3,10000
2412,1803,3,38585
2413,188,4,11465
2414,2755,2,30998
2415,4081,4,5072
2416,4034,4,42643
2417,1158,1,1027
2418,1625,4,10222
2419,2240,2,17531
2420,5272,1,2524
2421,919,2,13373
2422,575,3,455
2423,5099,2,5934
2424,231,5,38587
2425,3915,3,38460
2426,4917,2,39230
2427,682,4,11375
2428,1068,1,8186
2429,1050,2,33936
2430,501,2,1535
2431,3457,2,16505
2432,4518,3,41023
2433,3837,4,6784
2434,2468,5,32108
2435,5589,2,30136
2436,5769,2,12300
2437,5108,3,8323
2438,1860,4,28274
2439,3536,2,38657
2440,4978,3,22570
2441,898,3,20423
2442,2224,4,30472
2443,5319,1,11375
2444,1439,5,19036
2445,1699,2,25985
2446,3346,1,35163
2447,2453,1,25263
2448,2478,2,12480
2449,2151,5,34838
2450,3024,2,953
2451,12,4,12248
2452,1617,1,2966
2453,892,2,21374
2454,1432,2,15075
2455,5391,5,1960
2456,2416,1,26142
2457,3258,4,11373
2458,2678,4,5035
2459,3797,4,5075
2460,4977,1,21341
2461,3245,2,23191
2462,3944,5,29016
2463,4567,2,38745
2464,5226,5,33016
2465,3475,1,13564
2466,5205,3,32987
2467,5035,1,38075
2468,3704,1,46371
2469,768,4,10120
2470,949,1,12386
2471,3484,5,34598
2472,4238,2,41566
2473,5178,2,5010
2474,1441,4,39179
2475,1614,1,4737
2476,5749,3,35017
2477,4991,1,26361
2478,4633,4,15674
2479,3033,2,11465
2480,4963,2,5375
2481,3547,4,28882
2482,4510,3,19766
2483,4054,1,20315
2484,612,1,28377
2485,5787,5,18865
2486,4933,5,4421
2487,3451,1,19970
2488,1860,4,10818
2489,5235,1,10220
2490,265,4,34887
2491,798,5,35978
2492,1220,4,19728
2493,5487,3,29012
2494,26,1,40376
2495,47,4,1924
2496,983,5,38592
2497,4999,4,13373
2498,4394,4,6901
2499,815,1,7134
2500,3514,1,31274
2501,3817,3,5088
2502,2406,4,2507
2503,1560,5,20101
2504,2580,3,25172
2505,4636,5,4134
2506,4347,2,15662
2507,1062,5,11376
2508,4947,1,12229
2509,3817,3,33936
2510,5349,3,8647
2511,4486,4,42070
2512,1154,1,38591
2513,1109,4,32408
2514,247,3,21895
2515,3959,1,18525
2516,1003,3,24827
2517,1870,5,38798
2518,4750,4,46189
2519,4776,5,43349
2520,990,2,13145
2521,2449,2,41550
2522,3056,2,32513
2523,1771,2,30487
2524,823,5,12640
2525,2357,2,27793
2526,3951,2,27706
2527,30,1,20319
2528,5379,3,45582
2529,555,4,13159
2530,2815,5,17482
2531,1675,5,10020
2532,1027,2,26200
2533,1156,3,28623
2534,759,2,26142
2535,2287,2,16801
2536,121,1,38866
2537,2108,2,29528
2538,4452,3,20267
2539,2715,3,34516
2540,1866,5,4139
2541,1176,4,25331
2542,4452,3,21892
2543,3813,5,22370
2544,96,2,25957
2545,4423,2,19538
2546,5285,3,9963
2547,4201,4,7444
2548,1537,1,25264
2549,4924,2,5329
2550,980,3,29284
2551,2153,1,17264
2552,2822,1,25100
2553,289,2,24943
2554,5766,2,46274
2555,1962,1,24431
2556,12,4,10330
2557,4119,2,790
2558,1760,4,11013
2559,2258,2,31225
2560,820,4,25283
2561,9,2,7486
2562,2027,2,23637
2563,747,2,38223
2564,1675,5,34877
2565,4121,3,16371
2566,3072,3,31327
2567,2483,1,10250
2568,1837,2,34598
2569,4510,3,11372
2570,5296,3,24787
2571,217,3,15143
2572,1669,3,15672
2573,2209,4,14081
2574,1422,4,11372
2575,3359,3,12867
2576,1300,4,8640
2577,2206,3,9461
2578,2209,4,31885
2579,3779,2,18168
2580,200,5,3856
2581,723,3,27606
2582,643,1,38600
2583,4721,2,16682
2584,2142,4,3148
2585,2245,1,142
2586,2147,1,9800
2587,480,1,29535
2588,4309,4,30920
2589,2990,4,45263
2590,2884,3,46081
2591,5581,2,18594
2592,313,4,11373
2593,1397,2,4129
2594,2360,1,34153
2595,626,1,43459
2596,3251,2,18398
2597,1978,2,13848
2598,2118,2,25309
2599,3915,3,12131
2600,3151,2,13384
2601,96,2,34877
2602,1440,2,7039
2603,3857,2,15305
2604,1996,2,43313
2605,4836,1,32713
2606,5418,4,38559
2607,4558,3,2259
2608,2187,2,45243
2609,2816,3,1591
2610,2887,2,27382
2611,1387,2,26151
2612,1509,2,12235
2613,1254,3,12877
2614,943,2,18299
2615,5130,3,11144
2616,5072,5,29560
2617,5161,2,24425
2618,1301,2,15075
2619,1401,3,34017
2620,3997,4,38548
2621,4544,3,9226
2622,5686,5,45528
2623,4960,1,9420
2624,5373,4,27954
2625,4748,1,31511
2626,2110,3,11372
2627,940,1,18166
2628,170,2,87
2629,835,5,8950
2630,3739,1,26505
2631,4956,5,10870
2632,441,4,2416
2633,5289,3,44187
2634,701,2,45157
2635,5586,3,11808
2636,3080,3,1882
2637,3232,2,905
2638,323,4,45519
2639,3096,4,896
2640,258,5,2477
2641,965,1,41681
2642,5282,2,46285
2643,3406,3,3686
2644,2552,4,17484
2645,717,4,6406
2646,4791,2,12784
2647,5298,2,10121
2648,2629,1,28794
2649,1605,5,13935
2650,138,3,43314
2651,3255,4,17470
2652,5662,1,8434
2653,2448,2,3537
2654,3464,1,38952
2655,2626,3,19242
2656,1835,3,6509
2657,1085,1,12174
2658,4872,4,26244
2659,4750,4,8434
2660,3227,2,42234
2661,1463,2,19349
2662,5760,1,10154
2663,4066,2,6588
2664,3885,2,20928
2665,257,1,24942
2666,4976,5,42702
2667,1842,3,15282
2668,3526,1,41903
2669,2875,2,1803
2670,2637,1,29146
2671,2388,5,41571
2672,5201,1,939
2673,4549,3,34004
2674,5412,5,20316
2675,3540,1,12235
2676,4582,1,2094
2677,2678,4,10220
2678,2572,5,43607
2679,4940,1,42786
2680,2219,5,29153
